心機男被人追債，情急之下竟抱著女兒要跳樓，還好灰姑娘及時出現，一句話就讓心機男放鬆警惕，順利將他逮捕成功,6652
灰姑娘為朋友出頭強闖男生宿舍，霸道總裁看不下去出手了，公然跟灰姑娘打架，不料教官突然來襲，這下要出大事了,4731
麻辣變形計魔鬼訓練之金雞獨立，本以為灰姑娘肯定不行，不料灰姑娘卻打敗一群女漢子成功堅持到最後，霸道教官立馬刮目相看,3464
灰姑娘嫌自己胸小，竟帶著胸墊去訓練，不料霸道教官一眼就看出來了，直言：不要帶不該有的裝備！,3394
灰姑娘騎自行車如同玩雜耍，人車分離過障礙，結果裙子被吹飛起，路人都看呆了,1355
麻辣變形計魔鬼訓練之男女對抗賽，本以為男生必贏無疑，不料灰姑娘靠手環作弊，瞬間反超男生奪得勝利，這下男生心裡不平衡了,1245
灰姑娘頭一次執行任務太過自滿，竟當場被黑老大發現，結果導致任務失敗，還好總裁一路跟隨幫灰姑娘收拾爛攤子,1133
霹靂嬌娃当街暴打肌肉男，不料肌肉男竟还有帮手，一脚就将霹靂嬌娃踢出心脏病，命在旦夕,1025
灰姑娘犯錯惹怒霸道教官，結果被罰站到暈倒，這下可把總裁給心疼壞了,826
灰姑娘跟總裁比賽摩托艇，實力碾壓總裁，一個漂亮的甩尾直接將總裁逼落水，輕鬆贏得比賽，氣得總裁話都說不順了,717
誰說女子不如男！麻辣變形計變態訓練之負重跑步，灰姑娘對決霸道肌肉男，本以為輸定了，不料卻堅持到最後將霸道肌肉男淘汰了,678
灰姑娘贏得比賽，心機男不服氣竟當眾欺負灰姑娘，不料霸道總裁及時出現，一招趕跑心機男，灰姑娘頓時芳心暗許,667
人販子這樣拐騙小孩真是太可恨了，灰姑娘跟朋友飆車營救，不料一不小心導致車禍，灰姑娘被困火海，還好總裁及時出現相救,623
霸道教官逼新學員爬泥潭，不料灰姑娘根本不怕，二話不說直接爬，不料爬起來就沒完沒了直到暈倒,621
真卑鄙！心機男竟找人消耗灰姑娘的體力，一開場就以絕對實力碾壓灰姑娘，不料灰姑娘瞬間爆發，一招就將心機男打得爬不起來，反敗為勝,592
神犬狗狗挑食不吃狗糧，竟帶著一幫狗兄弟夜襲廚房，開起了吃肉派對，這下可把灰姑娘給害慘了,576
霸道教官太變態，竟用高壓水槍擊倒眾人，還好灰姑娘機智過人，聯合眾人手拉手建人墻，這下子霸道教官也沒轍了,582
老爸慘遭2個肌肉男暴打，灰姑娘氣不過為老爸出頭，1打2卻分分鐘將2個肌肉男打得跪地求饶,511
灰姑娘挑戰霸道教官的權威，竟被罰100個俯臥撐，不料灰姑娘根本不虛，一口氣直接做完,456
美國美女挑戰中國第一攀岩手，無保護徒手攀爬最高難度線路，不料用時不到1分鐘，嚇得第一攀岩手直咽口水,459
眼看就要成功了，沒想到霸道教官卻選擇強攻，還好灰姑娘早有準備，一招將霸道教官電倒在地，這下贏定了,476
富豪出3倍酬金請5個保鏢保護自己，不料保鏢一出場，富豪眼睛都看直了：這些霹靂嬌娃也太美了吧,418
荒野求生陷入危機，心機男拿出僅剩的巧克力給灰姑娘吃，灰姑娘好心分給大家，不料霸道總裁根本不領情，誰叫這是情敵的食物,413
十幾個壯漢聯手攔路搶錢，暴發戶嚇得語無倫次，不料灰姑娘1招打倒1個，嚇得對方老大下跪求饒，真是太帥了,396
訓練一天終於能洗澡休息了，不料灰姑娘嘴巴不饒人，直言隊友皮有點松，隊友氣得翻白眼,368
神秘美女跟灰姑娘拳擊比賽，本以為灰姑娘必贏，不料一開場就被壓制，直接被打到爬不起來，真是太憋屈了,369
總裁和灰姑娘成為對手，鬥智鬥勇只為搶一個箱子！不料最後總裁一招瞞天過海成功奪得箱子，灰姑娘氣得說不出話來,356
白天瘋狂訓練，晚上還不讓好好睡覺！三更半夜霸道教官放鞭炮叫人起床，氣得灰姑娘大罵霸道教官變態,354
富二代一見灰姑娘手裡的花立馬就慌了直接讓她滾，還被嚇得暈倒！害得灰姑娘被人又打又罵的，真是太可憐了,333
灰姑娘本以為自己贏定了，不料打開密碼箱的那一刻直接傻眼了，原來密碼箱早就被教官掉換了，灰姑娘氣得轉身就走,298
灰姑娘跟總裁比賽打台球，不料打了8局還難分勝負，總裁唉聲歎氣，灰姑娘笑了，一句話懟得總裁說不出話來,292
灰姑娘穿睡衣色誘霸道總裁，不料被霸道總裁反撩，嚇個半死,435
霸道教官本想伏擊灰姑娘等人，不料反掉入了她們的圈套中，還好霸道教官早有準備，一句話就嚇得灰姑娘等人都懵了,285
窮小子考試課上呼呼大睡，霸道教官怒了：一人犯錯全體受罰，直接就讓姑娘們泡海水里瑟瑟發抖,296
賭石老闆自導自演的炒作有了效果，笑得合不攏嘴，不料高興得太早了，灰姑娘保鏢找到關鍵性證據，直接將賭石老闆送進了監獄,260
灰姑娘看不起隊友，不料輪到自己上場時，連保護對象都搞錯了還沾沾自喜以為贏定了，結果得知真相時卻被霸道教官耍到懷疑人生,260
一吻定情！灰姑娘偷偷潛入霸道總裁房間，不料意外發現霸道總裁的秘密，瞬間淚流滿面，不管不顧得吻住霸道總裁，這一吻感情一發不可收拾,221
灰姑娘與朋友一起接受了神秘人的挑戰，不料這一切都在灰姑娘父親的掌握之中，原來事情的真相竟是這樣的,210
神犬狗狗當眾贏得比賽，心機女慌了，竟魔鬼式訓練自己的狗狗直至她受傷，灰姑娘受不了去理論，不料心機女卻倒打一耙,220
新婚之夜，癱瘓老公竟與新娘這樣子洞房，不料房里竟还藏着一个小叔子,307
心機男精神失常綁架僱主小孩，危急時刻灰姑娘為保護小孩慘遭刺傷，生命垂危，霸道總裁瞬間崩潰了,208
灰姑娘和霸道男保鏢送暴發戶回家，不料一不小心中了敵人的奸計，還好灰姑娘武功高強，1v2照樣輕鬆解決，嚇得對方跪地求饒,203
暖男假扮清潔工刺殺心機男，不料霸道保鏢早就識破他的計劃，設下陷阱當場活捉暖男,199
保護愛情成功！霸道暖男為了贏回女友的心，竟找灰姑娘保鏢假扮自己的女朋友，成功激發女友的嫉妒心，倆人又重新在一起了,180
神犬狗狗過生日，霸道總裁請人給他拍生日寫真集，還親自給他做生日蛋糕，舉辦生日派對，網友直呼活得不如條狗,173
灰姑娘恐高，不料霸道總裁一句放棄反激起灰姑娘的鬥志，灰姑娘戰勝自我成功自由滑翔,157
總裁終於找到了灰姑娘，不料灰姑娘一激動直接昏倒在總裁壞里，朋友知道后卻話裡有話惹總裁心疑,160
灰姑娘跟情敵公開比賽，不料直接把自己整進了醫院，霸道總裁瞬間急了，抱起灰姑娘就跑，眼裡的愛意藏都藏不住,145
心機男綁架灰姑娘威脅霸道總裁，霸道總裁為了救灰姑娘選擇開槍自殺，不料結局竟是這樣的，驚呆了！,142
